x,y,worn,pupil_diameter_left,eyeball_center_left_x,eyeball_center_left_y,eyeball_center_left_z,optical_axis_left_x,optical_axis_left_y,optical_axis_left_z,pupil_diameter_right,eyeball_center_right_x,eyeball_center_right_y,eyeball_center_right_z,optical_axis_right_x,optical_axis_right_y,optical_axis_right_z,eyelid_angle_top_left,eyelid_angle_bottom_left,eyelid_aperture_left,eyelid_angle_top_right,eyelid_angle_bottom_right,eyelid_aperture_right,timestamp_unix_seconds,pc_timestamp,event
815.291748046875,488.2206115722656,False,5.4422173500061035,-28.5,7.75,-51.75,0.0978240892291069,0.3347162902355194,0.9372276067733765,5.049025058746338,35.125,5.65625,-51.5,-0.4144238829612732,0.3078988790512085,0.8564176559448242,-0.435302734375,-0.89599609375,5.316719055175781,0.468505859375,-1.052734375,17.166563034057617,1760949792.2196627,1760949789.0205066,0
817.1944580078125,488.4368591308594,False,5.434867858886719,-28.15625,7.5625,-51.5,0.07978607714176178,0.3548826277256012,0.9315001964569092,5.3503499031066895,35.5,5.15625,-52.375,-0.40159106254577637,0.3273443281650543,0.8553189039230347,-0.2052001953125,-0.53662109375,3.681403160095215,0.65380859375,-0.9765625,18.333057403564453,1760949792.2246516,1760949789.0227761,0
807.17724609375,498.6642761230469,False,5.343000411987305,-28.0,7.65625,-50.53125,0.049495771527290344,0.440843790769577,0.8962181210517883,4.960832595825195,35.59375,5.5625,-50.25,-0.4312988519668579,0.3991962969303131,0.8090881705284119,-0.404296875,-0.96630859375,6.511962890625,0.51416015625,-1.041015625,17.534788131713867,1760949792.2296515,1760949789.0270092,0
791.962646484375,490.87176513671875,False,5.50836181640625,-28.0625,7.5625,-51.1875,0.06083208695054054,0.41436195373535156,0.9080768823623657,4.98288106918335,35.5,5.96875,-50.21875,-0.467530757188797,0.3757903575897217,0.8001229166984558,-0.552734375,-1.0654296875,6.064057350158691,0.5625,-1.0751953125,18.505334854125977,1760949792.2346516,1760949789.032559,0
806.6270751953125,484.9090270996094,False,5.44956636428833,-28.09375,7.8125,-50.6875,0.11954235285520554,0.3929193615913391,0.9117697477340698,4.938784599304199,35.4375,5.1875,-52.21875,-0.4141872525215149,0.36217570304870605,0.8350315690040588,-0.0833740234375,-0.3515625,2.943621873855591,0.5634765625,-1.017578125,17.803621292114258,1760949792.2396514,1760949789.0359197,0
803.6214599609375,488.09698486328125,False,5.4311933517456055,-28.125,6.59375,-51.65625,0.04901639372110367,0.3884246051311493,0.9201759696006775,5.115169525146484,35.5,5.3125,-51.09375,-0.4365614354610443,0.3548826277256012,0.8267239928245544,0.00789642333984375,-0.2105712890625,2.385744094848633,0.529296875,-1.015625,17.392675399780273,1760949792.2446516,1760949789.0426233,0
809.938232421875,492.3388366699219,False,5.405470371246338,-27.65625,7.53125,-51.28125,-0.0022299473639577627,0.4108036756515503,0.9117211103439331,4.938784599304199,36.0,5.5625,-50.34375,-0.4592030942440033,0.3703539967536926,0.8074468970298767,-0.40380859375,-0.83349609375,4.922426223754883,0.69580078125,-1.033203125,19.512142181396484,1760949792.2496514,1760949789.0475385,0
794.9688720703125,475.770751953125,False,5.570831298828125,-27.8125,7.34375,-51.375,-0.022252321243286133,0.36763107776641846,0.9297055006027222,5.1960129737854,35.8125,5.28125,-50.21875,-0.47814348340034485,0.3282668888568878,0.814628541469574,-0.44482421875,-0.90478515625,5.315868854522705,0.4892578125,-1.0703125,17.617645263671875,1760949792.2546515,1760949789.0531025,0
806.9901123046875,505.462646484375,False,5.302578926086426,-27.8125,7.6875,-50.90625,0.006613545585423708,0.42853131890296936,0.9035027623176575,4.98288106918335,35.8125,5.59375,-49.4375,-0.4780515134334564,0.3848221004009247,0.7895433306694031,-0.44970703125,-0.90380859375,5.249528408050537,0.509765625,-1.0380859375,17.449071884155273,1760949792.2596514,1760949789.0575247,0
806.0557861328125,498.86102294921875,False,5.354024410247803,-28.0625,7.25,-51.46875,0.06860627233982086,0.3639955520629883,0.9288704991340637,4.979206085205078,35.46875,5.75,-50.90625,-0.4827735424041748,0.3199523091316223,0.8152056336402893,-0.45556640625,-0.97900390625,6.094350337982178,0.64501953125,-1.0517578125,19.15608024597168,1760949792.2646515,1760949789.0619833,0
