x,y,worn,pupil_diameter_left,eyeball_center_left_x,eyeball_center_left_y,eyeball_center_left_z,optical_axis_left_x,optical_axis_left_y,optical_axis_left_z,pupil_diameter_right,eyeball_center_right_x,eyeball_center_right_y,eyeball_center_right_z,optical_axis_right_x,optical_axis_right_y,optical_axis_right_z,eyelid_angle_top_left,eyelid_angle_bottom_left,eyelid_aperture_left,eyelid_angle_top_right,eyelid_angle_bottom_right,eyelid_aperture_right,timestamp_unix_seconds,pc_timestamp,event
847.812744140625,480.1518859863281,False,5.600228786468506,-28.0625,5.9375,-50.9375,0.0160120390355587,0.4626239240169525,0.8864100575447083,5.320952415466309,35.5625,5.375,-49.21875,-0.4423341155052185,0.42057371139526367,0.7921226620674133,-0.356689453125,-0.7900390625,4.932496547698975,0.466796875,-1.08203125,17.511455535888672,1760950819.1092503,1760950815.9065814,1
845.0932006835938,440.7936706542969,False,5.512036323547363,-27.9375,6.21875,-51.9375,0.026953326538205147,0.4249986410140991,0.9047926068305969,5.273181438446045,35.6875,4.9375,-51.25,-0.4134363532066345,0.3929193615913391,0.8213919997215271,0.052459716796875,-0.1607666015625,2.3262157440185547,0.52099609375,-1.048828125,17.7085018157959,1760950819.1142504,1760950815.9160523,0
845.9725952148438,453.36090087890625,False,5.629626274108887,-27.5,7.375,-51.6875,-0.013840247876942158,0.40545454621315,0.9140104055404663,5.343000411987305,36.125,5.6875,-50.40625,-0.4773651361465454,0.3658140301704407,0.798938512802124,0.057891845703125,-0.1595458984375,2.372098684310913,0.498046875,-1.0146484375,17.02840805053711,1760950819.1192615,1760950815.9216828,0
862.5397338867188,464.8983459472656,False,5.497337341308594,-27.78125,6.5,-51.5625,0.07940530776977539,0.4152505695819855,0.9062349796295166,5.3723978996276855,35.8125,5.34375,-52.0,-0.4043172001838684,0.3812137544155121,0.8313866257667542,-0.0214996337890625,-0.244384765625,2.4363934993743896,0.66796875,-1.03515625,19.214807510375977,1760950819.1242504,1760950815.9266958,0
813.1796875,471.78765869140625,False,5.423843860626221,-27.75,7.21875,-51.25,0.04249263182282448,0.440843790769577,0.8965774774551392,5.1960129737854,35.875,4.875,-51.40625,-0.43056198954582214,0.40277472138404846,0.8077059388160706,-0.01092529296875,-0.257080078125,2.6911723613739014,0.439208984375,-1.068359375,17.03255844116211,1760950819.1292503,1760950815.9315534,0
825.2324829101562,477.3194885253906,False,5.589204788208008,-28.40625,5.90625,-52.78125,-0.011364799924194813,0.3658140003681183,0.9306185841560364,5.118844509124756,35.28125,5.96875,-50.40625,-0.45214909315109253,0.33011114597320557,0.8286059498786926,0.06793212890625,-0.09381103515625,1.7635453939437866,0.52734375,-1.033203125,17.58707618713379,1760950819.1342504,1760950815.9356413,0
853.1448364257812,457.8668212890625,False,5.548783302307129,-27.8125,7.0,-52.21875,0.03775831684470177,0.41436198353767395,0.9093285799026489,5.004929065704346,35.78125,5.46875,-51.5,-0.430614173412323,0.378503680229187,0.8193329572677612,0.057952880859375,-0.134033203125,2.0938901901245117,0.5615234375,-1.015625,17.7574520111084,1760950819.1392503,1760950815.939776,0
808.5921020507812,475.2681579589844,False,5.460590839385986,-27.8125,6.3125,-51.625,0.038594603538513184,0.417026549577713,0.9080745577812195,5.115169525146484,35.71875,4.5625,-51.75,-0.4642176330089569,0.3766951560974121,0.80162513256073,0.04754638671875,-0.13623046875,2.0044281482696533,0.53564453125,-1.0458984375,17.83768653869629,1760950819.1442504,1760950815.9440947,0
800.44580078125,483.9872131347656,False,5.335651397705078,-27.96875,7.84375,-51.875,0.061891961842775345,0.3775995671749115,0.9238982796669006,5.1666154861450195,35.65625,6.09375,-50.78125,-0.44766873121261597,0.3374755382537842,0.8280718326568604,-0.41162109375,-0.94970703125,6.2287397384643555,0.58935546875,-1.0146484375,18.061779022216797,1760950819.1492503,1760950815.9485166,0
884.0062255859375,461.0842590332031,False,5.416494369506836,-28.28125,6.90625,-51.6875,0.08446096628904343,0.3766951262950897,0.9224787950515747,5.133543014526367,35.3125,5.625,-50.71875,-0.4127558767795563,0.34115004539489746,0.8445408344268799,0.057861328125,-0.1444091796875,2.2062768936157227,0.467529296875,-1.0244140625,16.80583953857422,1760950819.1542504,1760950815.9538019,0
